"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"7da1f43d-1c60-47e4-97d6-b38d98e6bdcc","China_output047_text.txt","emperor Shi-tsu","char-offset:1008","PERSON","","","","","","","","","The time scale given for this emperor here (beginning construction work on a canal in 1289) suggests that he should be identified as Kublai Khan (reigned 1260 to 1294 as Setsen Khan); https://en.wikipedia.org/wiki/Kublai_Khan","",""
"61355a3e-50c6-4bd8-bf2a-a53e7d7870bc","China_output047_text.txt","Yong-Jo","char-offset:1420","PERSON","","","","","","","","","Unidentified emperor; should be the one in power c.1330 from the dates given in the text here. Could be Jayaatu Khan Tugh Temür (1304-1332), emperor from October 1328 to April 1329, then again from Seotember 1329 to September 1332. Also known by temple name of Wenzong; https://en.wikipedia.org/wiki/Jayaatu_Khan_Tugh_Tem%C3%BCr","",""
"154b63a9-a588-4a89-a09c-8c9dda6f568e","China_output048_text.txt","Emperor","char-offset:4","PERSON","","","","","","","","","The Qianlong Emperor (Hongli; 1711-99), reigning from 1735 to 1796; https://en.wikipedia.org/wiki/Qianlong_Emperor
","",""
"2d6bda8f-02bb-4cd7-be89-1836a9797541","China_output048_text.txt","Quang-si","char-offset:286","PLACE","http://sws.geonames.org/1809867","Guangxi","","23.83148433228578","108.7771915148864","","VERIFIED","","For use of form 'Quang-si' see https://www.davidrumsey.com/luna/servlet/detail/RUMSEY~8~1~327612~90096150
","",""
"6fe3c63c-3352-4518-9cbe-38137d0259f5","China_output048_text.txt","Hu-quang","char-offset:299","PLACE","http://sws.geonames.org/1806691","Hunan","","27.613901043405228","111.69880614329944","","VERIFIED","","For the identification of Hu-quang with modern day Hunan province, see The Modern Part of an Universal History (London, 1759), vol. VIII, pp. 66-7; https://books.google.co.uk/books?id=8tgGAAAAcAAJ&pg=PA66&lpg=PA66&dq=hu+quang+province,+modern+name&source=bl&ots=d4dFWLpBod&sig=ACfU3U2maTf7_82DPMyUZPzG0WEPcejoPg&hl=en&sa=X&ved=2ahUKEwiAwMnCy9n3AhWSQ0EAHYZ9AtwQ6AF6BAg5EAM#v=onepage&q=hu%20quang%20province%2C%20modern%20name&f=false; alongside the engraving, 'Cities of the Province of Hu-quang' fron Du Halde, A Description of the Empire of China and Chinese-Tartary (London: Edward Cave, 1738), herehttps://www.antipodean.com/pages/books/16717/china-jean-baptiste-du-halde/cities-of-the-province-of-hu-quang-from-a-description-of-the-empire-of-china-and-chinese-tartary
","",""
"f41b051b-2580-44b8-8576-e6a4ffbf97c0","China_output048_text.txt","Canton","char-offset:362","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","","","",""
"7ff67014-e558-4e27-8869-8cd2b2a0c887","China_output048_text.txt","Peking","char-offset:372","PLACE","http://sws.geonames.org/1816670","Beijing","","39.9075","116.39723","","VERIFIED","","","",""
"93c42462-8027-4ff5-8994-dd9b62784660","China_output048_text.txt","Yu-Ho, or Royal Canal","char-offset:443","PLACE","http://geo-kima.org/place/1457","Grand Canal (China)","","","","","VERIFIED","","https://en.wikipedia.org/wiki/Grand_Canal_(China); c. 1902 photograph of the canal uses the name 'Yu-Ho Canal' - see https://www.loc.gov/item/93517391/
","",""
"d35894bd-6847-42a8-90e7-4c6c93924b18","China_output048_text.txt","Meylin","char-offset:607","PLACE","http://sws.geonames.org/1800838","Meilin","","28.27955","115.65669","","VERIFIED","","","",""
"5766d3c0-1ea6-438d-93ab-96299c00f412","China_output048_text.txt","Hamilton","char-offset:936","PERSON","","","","","","","","Hamilton|Alexander","Alexander Hamilton, A New Account of the East Indies, Being the observatins and remarks of Capt. Alexander Hamilton, who spent his Time there From the Year 1688. to 1723. (Edinburgh, 1727), vol. II, p. 286.
","",""
"7fd77363-7237-44cc-932a-393c732495e6","China_output048_text.txt","Jobn Nieuhoff","char-offset:1419","PERSON","","","","","","","","Nieuhof|Johan","","",""
"b645cfbc-4ceb-4e2b-a86b-654eaef93e44","China_output048_text.txt","Sir George Staunton","char-offset:1612","PERSON","","","","","","","","Staunton (1797)|George","","",""
"8d6804cf-ecac-4774-9b5e-4a2f13880114","China_output049_text.txt","Uffen","char-offset:48","PLACE","http://sws.geonames.org/2820458","Uelsen","","52.5","6.88333","","VERIFIED","","","",""
"1afb3e28-1524-42b5-937d-4143fcaab8f7","China_output049_text.txt","Bentham","char-offset:73","PLACE","http://geo-kima.org/place/16707","Grafschaft Bentheim (Germany)","","","","","VERIFIED","","Grafschaft Bentheim, district of Lower Saxony, where Uelsen, birthplace of Johan Nieuhof, is located; https://en.wikipedia.org/wiki/Uelsen
","",""
"1d2dc4e8-64e5-4ca7-87ba-237d2b61fd5b","China_output049_text.txt","Brazils","char-offset:379","PLACE","http://sws.geonames.org/3469034","Brazil","","-10.770660999620736","-53.08149832725313","","VERIFIED","journey_nieuhof_01","","",""
"3f3ed033-b4a4-48d8-b74c-7234e79ca8f0","China_output049_text.txt","East Indies","char-offset:603","PLACE","http://sws.geonames.org/1643084","Indonesia","","-2.2127244705411884","117.19430762452485","","VERIFIED","journey_nieuhof_02","","",""
"3131d35e-2520-49a6-a698-e82c9282e443","China_output049_text.txt","Malabar","char-offset:658","PLACE","http://sws.geonames.org/8053113","Malabar","","-7.4868","108.4676","","VERIFIED","journey_nieuhof_02","","",""
"2d5db4a3-706d-4e52-bf2d-5725649c21ad","China_output049_text.txt","Malacca","char-offset:684","PLACE","http://sws.geonames.org/1734759","Malacca","","2.196","102.2405","","VERIFIED","journey_nieuhof_02","","",""
"6fe66275-5c90-4ac7-936e-eb97582ca161","China_output049_text.txt","Moluccas","char-offset:730","PLACE","http://sws.geonames.org/1636627","Maluku","","-4.694412771224701","129.75714358526298","","VERIFIED","journey_nieuhof_02","https://en.wikipedia.org/wiki/Maluku_Islands","",""
"40b37800-3d1b-43b0-a176-83dd31ccbe83","China_output049_text.txt","East Indies","char-offset:1092","PLACE","http://geo-kima.org/place/10685","Dutch East Indies","","","","","VERIFIED","journey_nieuhof_03","","",""
"7c533d5a-d3e3-4ed2-a36f-4de70cb2c122","China_output049_text.txt","Madagascar","char-offset:1150","PLACE","http://sws.geonames.org/1062947","Madagascar","","-19.38623811164521","46.698916668154716","","VERIFIED","journey_nieuhof_02","","",""
"1c5c5346-58a6-43b3-95ab-b09c5d5d9e56","China_output049_text.txt","Cape of Good Hope","char-offset:1487","PLACE","http://geo-kima.org/place/10991","Cape of Good Hope (South Africa)","","","","","VERIFIED","journey_nieuhof_03","This relates to events following Nieuhof's disappearence.","",""
"c4fe57ad-edd4-4d28-a704-a8c05cfd2528","China_output049_text.txt","Henry Nieuhoff,","char-offset:1573","PERSON","","","","","","","","","Hendrik Nieuhof; http://worldcat.org/identities/lccn-n88085393/; 'At his homecoming in 1658, he had entrusted his notes and annotations to his brother Hendrik, whom Johan thanked when finally (in 1665) Hendrik produced an ample study of China, with many images, text and explanation of the latest events' https://en.wikipedia.org/wiki/Johan_Nieuhof","",""
"0ecd52ed-48d9-4bdf-8e8e-f9f1bded2d41","China_output050_text.txt","Churchill","char-offset:59","PERSON","","","","","","","","","Awnsham Churchill (1658–1728); https://en.wikipedia.org/wiki/Awnsham_Churchill; published A collection of voyages and travels, some now first printed from original manuscripts, 4 vols. (London, 1704). This was a collection of personal accounts of voyages translated from several languages, and included an account by the missionary Domingo Fernandez Navarrete of the Empire of China, based on his experiences there 1657–43; https://blogs.harvard.edu/preserving/2016/05/27/the-churchill-brothers-a-collection-of-early-voyages/","",""
"0fcce185-73a7-439d-8ebd-a050d102e567","China_output050_text.txt","Brazils","char-offset:100","PLACE","http://sws.geonames.org/3469034","Brazil","","-10.770660999620736","-53.08149832725313","","VERIFIED","journey_nieuhof_02","","",""
"3ad09dc9-0584-40bd-8b6b-32cb86b22fbd","China_output050_text.txt","East Indies","char-offset:119","PLACE","http://sws.geonames.org/1643084","Indonesia","","-2.2127244705411884","117.19430762452485","","VERIFIED","journey_nieuhof_02","","",""
"5a73b5e0-516e-4672-bf66-c271858a5051","China_output050_text.txt","Hornius","char-offset:183","","","","","","","","","","Georgius Hornius (1620-70), German historian and geographer; https://en.wikipedia.org/wiki/Georgius_Hornius. He translated Nieuhof's journey as Legatio Batavica ad Magnum Tartariae Chamum Sungteium, modernum Sinae Imperatorem (Amstelodami [Amsterdam], 1668); https://discover.libraryhub.jisc.ac.uk/search?author=hornius&rn=1
","",""
"4441f8ea-478e-443d-aaac-10695a427874","China_output050_text.txt","Canton","char-offset:241","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","journey_nieuhof_04","Nieuhof steward on embassy which travelled from Guangzhou to Beijing 1655-1658, with journey completed in March-July 1656; https://en.wikipedia.org/wiki/Johan_Nieuhof#China_memoirs|Nieuhof steward on embassy which travelled from Guangzhou to Beijing 1655-1658, with journey completed in March-July 1656; https://en.wikipedia.org/wiki/Johan_Nieuhof#China_memoirs | Adroddodd Pennant sut y gadawodd Nieuhof a'r llysgenhadaeth o'r Iseldiroedd ddinas Canton (Guangzhou) am Peking (Beijing) ar 17 Mawrth 1656, ar fwrdd llongau ('jonks') ac yn sŵn bonllefau'r tyrfaoedd a thanio'r gynnau mawrion.","",""
"548db014-c77d-40cb-9ec1-29a7eaa971f0","China_output050_text.txt","Peking","char-offset:251","PLACE","http://sws.geonames.org/1816670","Beijing","","39.9075","116.39723","","VERIFIED","journey_nieuhof_04","","",""
"ded17548-243e-4708-b1cd-cdf1ffb2fe13","China_output050_text.txt","Peking","char-offset:447","PLACE","http://sws.geonames.org/1816670","Beijing","","39.9075","116.39723","","VERIFIED","journey_nieuhof_04","","",""
"6d3a9fd1-ccac-4942-847b-aa03d9de9f7c","China_output050_text.txt","emperor Kang-hi","char-offset:468","PERSON","","","","","","","","Shunzhi Emperor; journey_nieuhof_04","The emperor whom the embassy in which Nieuhof was involved, travelling from Guangzhou to Beijing in 1656, was the Shunzhi Emperor, who reigned 1644–61; https://en.wikipedia.org/wiki/Shunzhi_Emperor; https://en.wikipedia.org/wiki/Johan_Nieuhof#China_memoirs. The name given here by Pennant suggests his successor, the Kangxi Emperor, reigned 1661-1722; https://en.wikipedia.org/wiki/Kangxi_Emperor","",""
"34892f3a-63d4-49a9-b41e-f93380979a79","China_output050_text.txt","Canton","char-offset:789","PLACE","http://sws.geonames.org/1809858","Guangzhou","","23.11667","113.25","","VERIFIED","journey_nieuhof_04","Nieuhof steward on embassy which travelled from Guangzhou to Beijing 1655-1658, with journey completed in March-July 1656; https://en.wikipedia.org/wiki/Johan_Nieuhof#China_memoirs | Adroddodd Pennant sut y gadawodd Nieuhof a'r llysgenhadaeth o'r Iseldiroedd ddinas Canton (Guangzhou) am Peking (Beijing) ar 17 Mawrth 1656, ar fwrdd llongau ('jonks') ac yn sŵn bonllefau'r tyrfaoedd a thanio'r gynnau mawrion.","",""
"f9dec8ce-14ea-4d27-9336-4d0ae3b7d099","China_output050_text.txt","Peking","char-offset:1047","PLACE","http://sws.geonames.org/1816670","Beijing","","39.9075","116.39723","","VERIFIED","journey_nieuhof_04","","",""
"9f97a934-0175-4106-b958-14f08d6b765f","China_output050_text.txt","river Pei-kyang-ho","char-offset:1086","PLACE","http://sws.geonames.org/1918774","Beijiang","","29.2739","120.37531","","VERIFIED","journey_nieuhof_04","Beijiang (North River) is a northern tributary of the Pearl River. Its location not far from Guangzhou and course northward makes it a likely course for Nieuhof's journey. See https://en.wikipedia.org/wiki/Bei_River and https://www.google.com/maps/place/Beijiang+River/@23.1014407,112.7808569,10.74z/data=!4m5!3m4!1s0x341d2fd128fb7403:0xd1f960cf9c658c4c!8m2!3d23.160084!4d112.825354","",""
"3544f787-b0b5-486f-9fda-964d08b2f588","China_output050_text.txt","Sang-won-hab","char-offset:1371","PLACE","","","","","","","NOT_IDENTIFIABLE","journey_nieuhof_04","Nieuhof, An embassy from the East-India Company of the United Province to the Grand Tartar Cham Emperour of China (London, 1669), p. 50 (including engraving); https://books.google.co.uk/books?id=hcxKAAAAcAAJ&pg=RA1-PA50&lpg=RA1-PA50&dq=what+are+the+mountains+sang-won-hab+called+today&source=bl&ots=UEi15YBflb&sig=ACfU3U1nVPZvSsLna8zGNr8bEXIdGq0dGw&hl=en&sa=X&ved=2ahUKEwiLzcGC79n3AhUJRsAKHdwqD6wQ6AF6BAg6EAM#v=onepage&q=what%20are%20the%20mountains%20sang-won-hab%20called%20today&f=false | Mewn tirlun pictiwrésg, sylwodd Pennant ar lif yr afon Pei-kyang-ho (Beijiang) heibio mynydd enfawr Sang-won-hab, â ffordd wedi'i thorri o'r graig ar un ochr i'r afon, yn hongian uwchben y dŵr. Ar waelod y ffordd yr oedd pagoda, lle'r ymgasglai ellyllon yn nosweithiol, yn ôl y brodorion.","",""
"050f8e1f-f224-4135-8886-446c49ac709f","China_output050_text.txt","Xaochew or Tchau-tchoo-soo","char-offset:1612","PLACE","http://sws.geonames.org/1810295","Gaozhou","","21.93924","110.84607","","VERIFIED","journey_nieuhof_04","From evidence here, https://books.google.co.uk/books?id=ATYsAQAAMAAJ&pg=RA2-PA222&lpg=RA2-PA222&dq=xaochew+china&source=bl&ots=009h1-YE35&sig=ACfU3U1_aE2qc7mesHVboTYsFp83LGEPnw&hl=en&sa=X&ved=2ahUKEwi9_9e28Nn3AhWMNcAKHflpAusQ6AF6BAgdEAM#v=onepage&q=xaochew%20china&f=false, p. 222, I'd guess this was Gaozhou in Guandong province Suggest that this may be Chaotcheou on DR map, slightly to east of flow of river : _ansicr [**Important: I've also mistakenly marked TCHAOTCHEOU with this ID on DR historical Nieuhof map and can't delete it] | Nododd Pennant leoliad pagoda Konjan-Sjam, yn llawn o ddelwau ofnadwy ('horrid idols') nepell o ddinas Xaochew neu Tchau-tchoo-foo. Nid yw'r lleoliad ar y map hanesyddol o daith Nieuhof yn gwbl sicr.","",""
"d5a12388-e8f8-4a9a-a0c7-e3a39c3c2606","China_output051_text.txt","Konjan-Sjam","char-offset:74","PLACE","","","","","","","NOT_IDENTIFIABLE","journey_nieuhof_04","See engraving entitled 'Pagoda Kon-Jan-Sjam dans un montagne deserte, près d'une riviere dans le Pays de Kanton, dans la Chine' https://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=mag_GEO0023275&mode=all&teca=GeoWeb+-+Marciana. TP's 'China', fol. 178v also has an engraving of 'Konjansiam Pagode'Information about engraving by Jakob van der Schley (1749), 'Temple de Kon Jan Siam [Temple of Guan-Yin Yan] says that the 'temple was situated on the Bei jiang river, in the vicinity of Yingde'; https://www.antiquemapsandprints.com/product/-temple-de-kon-jan-siam-guan-yin-yan-bei-jiang-river-yingde-china-schley-1749/P-6-016023~P-6-016023Yingde non-digital co-ordinates are included here: https://en.wikipedia.org/wiki/Yingde; for Bei River, here https://en.wikipedia.org/wiki/Bei_River","",""
"b8d40bc9-a2d9-446d-b35d-2791c0fa106a","China_output051_text.txt","Mongley","char-offset:226","PLACE","","","","","","","NOT_IDENTIFIABLE","journey_nieuhof_04","TP, 'China' has engraving between fols 180 and 181. This is a mirror-image version of Nieuhof's engraving, for which see https://www.abebooks.com/art-prints/Antique-Print-MONGLEY-CASTLE-SHIPS-CHINA-Nieuhof-1666/22589564747/bd. A version exactly the same published by John Ogilby (1600-1676) in 1669 is here: https://www.britishmuseum.org/collection/object/P_1855-0512-202_2","",""
"77161905-13b2-4568-8cad-eedcb887607c","China_output051_text.txt","Xaochew","char-offset:436","PLACE","","","","","","","NOT_IDENTIFIABLE","journey_nieuhof_04","Could this be
Chaozhou? https://en.wikipedia.org/wiki/ChaozhouPennant states that it is near the conflux of two rapid rivers. Could this be Chaozhou? https://en.wikipedia.org/wiki/Chaozhou mentions prominence of tworivers, Huanggang River and the Han River, in
the Chaozhou territory; has non digital coordinates for the city  23°39′29″N 116°37′19″E","",""
"953e7a8e-34a7-4de3-91ce-68f2d2f32720","China_output051_text.txt","Europe","char-offset:705","PLACE","http://sws.geonames.org/6255148","Europe","","55.83114375381915","28.222024818160893","","VERIFIED","","","",""
"036f82cf-437a-446d-885e-9194e5546fa3","China_output051_text.txt","Saint Elmo","char-offset:724","PERSON","","","","","","","","","Erasums of Formia (Saint Elmo, died c.303), patron saint of sailors and abdominal pain; https://en.wikipedia.org/wiki/Erasmus_of_Formia","",""
"8e6a25d9-0837-44d3-bef0-5838576b39ed","China_output051_text.txt","Five horses heads","char-offset:775","PLACE","","","","","","","NOT_IDENTIFIABLE","journey_nieuhof_04","TP, 'China', between 180 and 181 has engraving. See also 'The ""Du-ma-too"", or Five Horses' Heads' by Thomas Allom (artist; 1804-72), W. Floyd, engraver, in George Newenham Wright (1790?-1877), China, in a series of views, display8ng the scenery, architectue, and social habits, of that ancient empire (London, [1843]) https://digitalcollections.nypl.org/items/510d47dc-9613-a3d9-e040-e00a18064a99","",""
